OID_,Degree,Elevation,Shape_Length,Distance
134,47.52,2299,0.036802313,4.064969713
136,48.24,2301,0.036693805,4.047795167
138,48.96,2301,0.036505397,4.021334654
140,49.68,2305,0.036608218,4.026435963
142,50.4,2298,0.035868303,3.938417188
144,51.12,2278,0.03570341,3.913150342
146,51.84,2265,0.035547167,3.888326435
148,52.56,2248,0.03531118,3.854280336
150,53.28,2242,0.034973441,3.808663755
152,54,2238,0.034498026,3.747648647
154,54.72,2238,0.034141911,3.699193893
156,55.44,2235,0.033775292,3.649172221
158,56.16,2226,0.033859278,3.647263031
160,56.88,2219,0.033838976,3.633421334
162,57.6,2196,0.034059371,3.644650828
164,58.32,2172,0.033996232,3.624758465
166,59.04,2149,0.034551689,3.669872258
168,59.76,2134,0.034826131,3.684012919
170,60.48,2117,0.035280247,3.716025455
172,61.2,2089,0.035438861,3.715789197
174,61.92,2059,0.035467222,3.700937417
176,62.64,2333,0.058938016,6.118833203
178,63.36,2309,0.058623744,6.053754096
180,64.08,2297,0.058660842,6.023568711
182,64.8,2265,0.058407667,5.962138725
184,65.52,2227,0.057854126,5.868962439
186,66.24,2076,0.045437488,4.579381538
188,66.96,2058,0.046223874,4.626760442
190,67.68,1989,0.047662254,4.736516004
192,68.4,1989,0.058020742,5.722525399
194,69.12,1871,0.047569675,4.654988567
196,69.84,1842,0.048266113,4.68439775
198,70.56,1831,0.052386044,5.040713316
200,71.28,1818,0.054685186,5.215018139
202,72,1797,0.054186633,5.119571417
204,72.72,1637,0.012485845,1.168416424
206,73.44,1641,0.012892877,1.194471903
208,74.16,1649,0.012847825,1.17801904
210,74.88,1649,0.012738045,1.155520266
212,75.6,1649,0.012799471,1.14836981
214,76.32,1648,0.012906577,1.144956263
216,77.04,1642,0.012817931,1.124010095
218,77.76,1638,0.012419693,1.076316707
220,78.48,1637,0.012387874,1.060777164
222,79.2,1633,0.010770463,0.911185273
224,79.92,1635,0.011168623,0.933440433
226,80.64,1635,0.01099837,0.908101296
228,81.36,1631,0.010229933,0.834522419
230,82.08,1627,0.009490181,0.765030584
232,82.8,1611,0.005801826,0.462312531
234,83.52,1611,0.006093822,0.480170395
236,84.24,1602,0.003918608,0.305491257
238,84.96,1611,0.004373765,0.337566253
240,85.68,1611,0.0044305,0.338786966
242,86.4,1612,0.004114116,0.31196774
244,87.12,1612,0.003806296,0.286507992
246,87.84,1612,0.003506057,0.262268498
248,88.56,1612,0.003771031,0.280683207
250,89.28,1936,0.030493513,2.261306281
252,90,2222,0.044058321,3.259780193
254,90.72,2031,0.029028361,2.145941419
256,91.44,2137,0.029319981,2.168812089
258,92.16,2207,0.031037823,2.300592977
260,92.88,2234,0.033259012,2.473781496
262,93.6,2320,0.040213861,3.005535693
264,94.32,2319,0.040136314,3.018060096
266,95.04,2306,0.040669087,3.080423136
268,95.76,2287,0.040396632,3.085378526
270,96.48,2276,0.041601871,3.207040559
272,97.2,2265,0.04228106,3.292453662
274,97.92,1846,0.014347678,1.129287759
276,98.64,1875,0.013908914,1.107227244
278,99.36,1939,0.013995621,1.12731792
280,100.08,1968,0.013883398,1.131877448
282,100.8,2003,0.013779126,1.137278387
284,101.52,2013,0.014093113,1.177723359
286,102.24,2046,0.01446267,1.223733981
288,102.96,2052,0.014482939,1.240720682
290,103.68,2080,0.015084321,1.308187794
292,104.4,2113,0.0153792,1.349978932
294,105.12,2137,0.015693671,1.394015986
296,105.84,2197,0.016732977,1.503663402
298,106.56,2237,0.017809112,1.618538731
300,107.28,2265,0.018235823,1.675586621
302,108,2277,0.018294794,1.698942859
304,108.72,2380,0.020294025,1.904031749
306,109.44,2459,0.021606586,2.047317017
308,110.16,2465,0.020957299,2.004757692
310,110.88,2432,0.019996547,1.93038748
312,111.6,2392,0.019126619,1.862629244
314,112.32,2381,0.01879677,1.8458972
316,113.04,2342,0.018154939,1.797189894
318,113.76,2330,0.018191522,1.814618362
320,114.48,2317,0.018241573,1.832908084
322,115.2,2284,0.018255262,1.84704439
324,115.92,2249,0.017719463,1.804692253
326,116.64,2236,0.017380069,1.781248846
328,117.36,2204,0.017273834,1.780917881
330,118.08,2172,0.016440871,1.704620362
332,118.8,2140,0.015787343,1.645622367
334,119.52,2132,0.015789723,1.654204564
336,120.24,2124,0.015948893,1.678875104
338,120.96,2087,0.015197887,1.60704438
340,121.68,2091,0.015734273,1.670847478
342,122.4,2091,0.015702665,1.674176996
344,123.12,2086,0.015743299,1.684838467
346,123.84,2074,0.015933718,1.711255646
348,124.56,2064,0.015543515,1.674891489
350,125.28,2030,0.014863732,1.606620099
352,126,2021,0.015074154,1.634098182
354,126.72,2012,0.014998258,1.630276156
356,127.44,2003,0.014928278,1.626761217
358,128.16,1994,0.014576894,1.592188912
360,128.88,1994,0.014737393,1.613208809
362,129.6,1981,0.014497107,1.590081067
364,130.32,1969,0.014417098,1.584215456
366,131.04,1967,0.014655802,1.613160542
368,131.76,1963,0.014897047,1.642235234
370,132.48,1963,0.015140853,1.671439848
372,133.2,1954,0.015106437,1.669736694
374,133.92,1945,0.014795536,1.637211002
376,134.64,1935,0.015048695,1.666883926
378,135.36,1935,0.015025036,1.665716816
380,136.08,1931,0.015004652,1.664712076
382,136.8,1920,0.014987406,1.663862632
384,137.52,1912,0.015422146,1.713031987
386,138.24,1912,0.015239959,1.693509833
388,138.96,2592,0.047196912,5.246319614
390,139.68,2593,0.047178415,5.24540953
392,140.4,2610,0.047168112,5.244902657
394,141.12,2593,0.047165731,5.244785546
396,141.84,2552,0.047171023,5.245045854
398,142.56,2533,0.04746164,5.276566108
400,143.28,2517,0.047481717,5.27755402
402,144,2500,0.047230701,5.247982724
404,144.72,2487,0.047542895,5.280565907
406,145.44,2480,0.047862243,5.313502248
408,146.16,2483,0.047630952,5.284904827
410,146.88,2461,0.047684676,5.287554231
412,147.6,2430,0.047744683,5.290515474
414,148.32,2410,0.047810854,5.293783211
416,149.04,2385,0.047602723,5.266336995
418,149.76,2369,0.047118818,5.208104692
420,150.48,2351,0.046920071,5.181129433
422,151.2,2344,0.047289603,5.216564895
424,151.92,2333,0.046818658,5.158987039
426,152.64,2310,0.046350882,5.101571682
428,153.36,2282,0.046453225,5.106660876
430,154.08,2188,0.040307118,4.425404433
432,154.8,2215,0.040404847,4.430275906
434,155.52,2239,0.039935749,4.372819039
436,156.24,2258,0.039468126,4.315442949
438,156.96,2273,0.039576187,4.320852032
440,157.68,2293,0.03968857,4.326485987
442,158.4,2293,0.040094136,4.363785774
444,159.12,2299,0.039636514,4.306945528
446,159.84,2311,0.039760902,4.31321138
448,160.56,2321,0.039718151,4.301140999
450,161.28,2281,0.037601759,4.064738754
452,162,2278,0.037811113,4.079946403
454,162.72,2273,0.037102135,3.995995786
456,163.44,2269,0.036898937,3.966543989
458,164.16,2270,0.037035911,3.973519044
460,164.88,2287,0.035749561,3.827880121
462,165.6,2297,0.03612555,3.860289875
464,166.32,2292,0.035969484,3.835657738
466,167.04,2299,0.03537531,3.764339224
468,167.76,2297,0.035276726,3.745784843
470,168.48,2290,0.034901796,3.69787057
472,169.2,2283,0.034444093,3.641260168
474,169.92,2266,0.034596529,3.649107425
476,170.64,2258,0.034137458,3.592415079
478,171.36,2249,0.034914723,3.665642305
480,172.08,2226,0.03539071,3.706820956
482,172.8,2176,0.032438503,3.389438866
484,173.52,2169,0.032909448,3.43027392
486,174.24,2165,0.032442809,3.3732852
488,174.96,2129,0.032290822,3.349084094
490,175.68,1955,0.023211444,2.401284969
492,176.4,1955,0.023013412,2.374691076
494,177.12,1936,0.022492495,2.314913124
496,177.84,1930,0.022291382,2.288189336
498,178.56,1918,0.022586837,2.312360492
500,179.28,1913,0.02450797,2.502307823
502,180,1914,0.024978377,2.543417718
504,180.72,1902,0.024792852,2.517604156
506,181.44,1890,0.024855627,2.516988652
508,182.16,1866,0.024525152,2.476576827
510,182.88,2463,0.076546203,7.70843793
512,183.6,2435,0.076525367,7.684397347
514,184.32,2404,0.076527182,7.662503503
516,185.04,2374,0.076289359,7.61655333
518,185.76,2616,0.103099389,10.26353726
520,186.48,2588,0.102737659,10.19740064
522,187.2,2294,0.075710048,7.492105151
524,187.92,2284,0.075762915,7.474903667
526,188.64,2279,0.076047933,7.48040965
528,189.36,2287,0.075009371,7.355837495
530,190.08,2298,0.0753281,7.364512473
532,190.8,2297,0.075511858,7.359756772
534,191.52,2295,0.075700364,7.355274055
536,192.24,2260,0.076218057,7.382494482
538,192.96,2277,0.07610513,7.348434466
540,193.68,2286,0.076003232,7.315442486
542,194.4,2292,0.076114932,7.302952905
544,195.12,2156,0.059265706,5.668006149
546,195.84,2178,0.059743292,5.695363874
548,196.56,2210,0.058907665,5.597595603
550,197.28,2231,0.058794945,5.568792531
552,198,2267,0.058689435,5.540716225
554,198.72,2312,0.058991577,5.551050234
556,199.44,2323,0.059271437,5.559092723
558,200.16,2272,0.060834003,5.686876956
560,200.88,2241,0.059855332,5.576883513
562,201.6,2188,0.059059115,5.484437977
564,202.32,2167,0.059602663,5.516504049
566,203.04,2296,0.078567534,7.247839585
568,203.76,2292,0.079099986,7.272550362
570,204.48,2279,0.079632375,7.296945925
572,205.2,2278,0.079800158,7.287734285
574,205.92,2295,0.080694143,7.344559472
576,206.64,2280,0.080865185,7.33528076
578,207.36,2282,0.082437796,7.452671834
580,208.08,2284,0.082635173,7.445218636
582,208.8,2270,0.08235899,7.395169413
584,209.52,2283,0.083240318,7.448954149
586,210.24,2300,0.083682076,7.463059911
588,210.96,2298,0.084047207,7.470159977
590,211.68,2300,0.083890682,7.43090233
592,212.4,2304,0.084135548,7.427267544
594,213.12,2307,0.08462483,7.445086867
596,213.84,2306,0.084818163,7.436759198
598,214.56,2303,0.085155278,7.4409896
600,215.28,2297,0.085185588,7.418408913
602,216,2278,0.08510694,7.386471464
604,216.72,2005,0.048749165,4.216247853
606,217.44,2033,0.0478083,4.120915377
608,218.16,2367,0.075333738,6.472150484
610,218.88,2434,0.075792407,6.489705967
612,219.6,2131,0.047557768,4.058174039
614,220.32,2539,0.078405497,6.668700531
616,221.04,2615,0.078380231,6.644383087
618,221.76,2599,0.076417387,6.456495793
620,222.48,2219,0.046842143,3.944304773
622,223.2,2272,0.046647589,3.915019599
624,223.92,2317,0.046762418,3.911830449
626,224.64,2376,0.04597414,3.833374839
628,225.36,2454,0.04607672,3.829506294
630,226.08,2454,0.046187005,3.82633482
632,226.8,2486,0.046925772,3.875128944
634,227.52,2497,0.047060869,3.873957516
636,228.24,2515,0.047497432,3.897583729
638,228.96,2494,0.046016688,3.764255937
640,229.68,2464,0.045013302,3.670748188
642,230.4,2439,0.044913362,3.651335299
644,231.12,2404,0.047809824,3.874995591
646,231.84,2347,0.046659945,3.770368724
648,232.56,2344,0.048167402,3.880560695
650,233.28,2297,0.048359917,3.884547214
652,234,2176,0.048001646,3.844483317
654,234.72,2128,0.047245956,3.773006964
656,235.44,2539,0.091107072,7.255747378
658,236.16,2520,0.090541909,7.19037197
660,236.88,2503,0.090281311,7.149698306
662,237.6,2469,0.08973322,7.086758593
664,238.32,2432,0.089487716,7.048227518
666,239.04,2413,0.089480357,7.028850921
668,239.76,2387,0.088937254,6.967840582
670,240.48,2319,0.085632866,6.691581779
672,241.2,2263,0.084974403,6.623270212
674,241.92,2420,0.108966185,8.472610492
676,242.64,2437,0.110160739,8.544570097
678,243.36,2534,0.112800985,8.728437004
680,244.08,2587,0.113238267,8.741707152
682,244.8,2488,0.113753475,8.761313097
684,245.52,2426,0.113806664,8.745723687
686,246.24,2372,0.113580176,8.709171977
688,246.96,2326,0.114219263,8.739452535
690,247.68,2294,0.114006803,8.705012675
692,248.4,2222,0.11408695,8.693468862
694,249.12,2605,0.196356474,14.93528186
696,249.84,2589,0.184039874,13.9713102
698,250.56,2294,0.131009409,9.926120537
700,251.28,2336,0.13186165,9.972791797
702,252,2417,0.132107744,9.97410586
704,252.72,2438,0.133331659,10.04972711
706,253.44,2321,0.108070808,8.13231797
708,254.16,2336,0.107649839,8.088159456
710,254.88,2359,0.106660235,8.001976556
712,255.6,2414,0.106268914,7.961383896
714,256.32,2448,0.105309998,7.878949719
716,257.04,2487,0.104919792,7.839752646
718,257.76,2516,0.103417132,7.718144329
720,258.48,2540,0.101123176,7.538351539
722,259.2,2535,0.100592817,7.4908181
724,259.92,2577,0.098962359,7.362056917
726,260.64,2559,0.089125565,6.624089132
728,261.36,2587,0.0910162,6.758856755
730,262.08,2555,0.090681076,6.728719956
732,262.8,2504,0.090908628,6.740838856
734,263.52,2474,0.090584767,6.712568275
736,264.24,2518,0.097777275,7.24152226
738,264.96,2515,0.097739957,7.2352366
740,265.68,2495,0.098264437,7.271064029
742,266.4,2479,0.098794461,7.307814669
744,267.12,1847,0.028756793,2.126544011
746,267.84,1856,0.029030479,2.146390072
748,268.56,1862,0.028750261,2.125442277
750,269.28,1862,0.02874956,2.125320436
752,270,1870,0.029028356,2.14602083
754,270.72,2094,0.047644629,3.522694959
756,271.44,2123,0.047374111,3.503361981
758,272.16,2179,0.046828395,3.463925981
760,272.88,2211,0.046841182,3.466050927
762,273.6,2250,0.046578679,3.448056725
764,274.32,2275,0.04576237,3.389286223
766,275.04,2284,0.044669777,3.310230352
768,275.76,2328,0.044135713,3.272736913
770,276.48,2393,0.043882322,3.256257478
772,277.2,2406,0.043631239,3.240159936
774,277.92,2435,0.043382426,3.224436572
776,278.64,2463,0.04425264,3.292159946
778,279.36,2495,0.044062552,3.281288463
780,280.08,2498,0.044886564,3.346218127
782,280.8,2517,0.044928451,3.353150932
784,281.52,2564,0.044808753,3.348253703
786,282.24,2569,0.045301054,3.389354475
788,282.96,2586,0.045816873,3.432547946
790,283.68,2599,0.045686152,3.42757994
792,284.4,2614,0.046024247,3.458038994
794,285.12,2639,0.046647833,3.510289059
796,285.84,2649,0.046993641,3.541985226
798,286.56,2682,0.047060598,3.552948973
800,287.28,2702,0.047130591,3.56439086
802,288,2722,0.047487152,3.597790379
804,288.72,2762,0.047279787,3.588716425
806,289.44,2773,0.047643486,3.623233499
808,290.16,2814,0.047642519,3.630297481
810,290.88,2831,0.048097932,3.672425647
812,291.6,2852,0.047901806,3.665071623
814,292.32,2866,0.04778045,3.663604204
816,293.04,2884,0.047516061,3.651320537
818,293.76,2892,0.047901798,3.689221816
820,294.48,2894,0.047715465,3.683311093
822,295.2,2888,0.047531259,3.677703083
824,295.92,2887,0.047346701,3.672201314
826,296.64,2862,0.046588597,3.622239406
828,297.36,2830,0.045911873,3.578520227
830,298.08,2644,0.038356378,2.997257075
832,298.8,2688,0.038400092,3.008415916
834,299.52,2688,0.038380854,3.0147977
836,300.24,2711,0.038362548,3.021391492
838,300.96,2730,0.03787814,2.991316092
840,301.68,2746,0.037526299,2.971668713
842,302.4,2746,0.0375012,2.977946784
844,303.12,2764,0.037314649,2.971490775
846,303.84,2780,0.037427575,2.98899395
848,304.56,2777,0.036646104,2.935049253
850,305.28,2768,0.036110481,2.900608726
852,306,2766,0.035075267,2.825787926
854,306.72,2759,0.034587625,2.794825306
856,307.44,2368,0.022580903,1.83019354
858,308.16,2398,0.022641359,1.840678423
860,308.88,2398,0.022434575,1.82946877
862,309.6,2426,0.022531308,1.843045693
864,310.32,2453,0.022804511,1.871213929
866,311.04,2453,0.022685066,1.867266586
868,311.76,2484,0.022772806,1.880424074
870,312.48,2486,0.022344379,1.850931245
872,313.2,2655,0.026390409,2.193077942
874,313.92,2663,0.025871785,2.156919676
876,314.64,2687,0.026295332,2.199340176
878,315.36,2710,0.026407977,2.215963437
880,316.08,2710,0.026458721,2.227495288
882,316.8,2734,0.026086007,2.203346517
884,317.52,2740,0.025801158,2.18648897
886,318.24,2740,0.025920753,2.203907883
888,318.96,2770,0.025577236,2.181938808
890,319.68,2771,0.02551856,2.184199649
892,320.4,2771,0.025442132,2.184946893
894,321.12,2771,0.025118462,2.164389662
896,321.84,2787,0.02524374,2.182497364
898,322.56,2814,0.025706678,2.230005201
900,323.28,2814,0.02550939,2.220357733
902,324,2811,0.025401745,2.21845773
904,324.72,2796,0.025450999,2.230275008
906,325.44,2796,0.025298462,2.224410851
908,326.16,2774,0.024716853,2.180632645
910,326.88,2758,0.024517635,2.170382153
912,327.6,2755,0.024662823,2.190626079
914,328.32,2755,0.024464562,2.180372387
916,329.04,2734,0.023934716,2.140369792
918,329.76,2718,0.023363537,2.096357208
920,330.48,2711,0.023158863,2.085010008
922,331.2,2707,0.02295332,2.073474717
924,331.92,2694,0.022746845,2.061742952
926,332.64,2685,0.022539374,2.049805955
928,333.36,2674,0.022515764,2.054527936
930,334.08,2644,0.02212117,2.025280152
932,334.8,2637,0.022088156,2.029010055
934,335.52,2637,0.022069065,2.034007548
936,336.24,2628,0.022231953,2.055823299
938,336.96,2628,0.022307548,2.069641884
940,337.68,2613,0.021811936,2.030339074
942,338.4,2592,0.021599789,2.01720272
944,339.12,2555,0.02100076,1.96768582
946,339.84,2543,0.020782334,1.953573638
948,340.56,2543,0.020953778,1.97608808
950,341.28,2539,0.020734944,1.961776281
952,342,2525,0.020619179,1.957105045
954,342.72,2505,0.020693262,1.970429947
956,343.44,2481,0.02087735,1.994296096
958,344.16,2481,0.02065758,1.979561763
960,344.88,2470,0.020435664,1.964473819
962,345.6,2436,0.019824922,1.911742758
964,346.32,2436,0.019984915,1.933179311
966,347.04,2422,0.019755832,1.916942737
968,347.76,2404,0.0195241,1.900292019
970,348.48,2387,0.019289576,1.88321031
972,349.2,2367,0.019114694,1.871808081
974,349.92,2367,0.019254185,1.891156918
976,350.64,2347,0.019015143,1.873274274
978,351.36,2334,0.01877281,1.854901155
980,352.08,2323,0.018600264,1.843276122
982,352.8,2323,0.018740291,1.86258954
984,353.52,2315,0.01849241,1.84329078
986,354.24,2304,0.018585838,1.857938208
988,354.96,2304,0.018464369,1.851065424
990,355.68,2291,0.018356081,1.845416897
992,356.4,2284,0.017951571,1.809810958
994,357.12,2277,0.018136165,1.83349913
996,357.84,2277,0.017925204,1.817157049
998,358.56,2270,0.017658824,1.795028983
1000,359.28,2269,0.017906258,1.825086842
1002,360,2269,0.017724313,1.811361352
