OID_,Degree,Elevation,Shape_Length,Distance
230,82.08,2614,0.024388198,2.106542896
232,82.8,2579,0.023858441,2.086626966
234,83.52,2587,0.025716324,2.276153089
236,84.24,2583,0.025894437,2.318240912
238,84.96,2538,0.02605155,2.357858833
240,85.68,2523,0.026631639,2.43551804
242,86.4,2521,0.026456943,2.443567621
244,87.12,2506,0.027216191,2.537433083
246,87.84,2516,0.027773584,2.612645053
248,88.56,2511,0.027953754,2.652023581
250,89.28,2527,0.028157941,2.693047779
252,90,2501,0.028283405,2.725882186
254,90.72,2490,0.028078044,2.725898183
256,91.44,2471,0.02829126,2.765712428
258,92.16,2487,0.029165179,2.870017157
260,92.88,2490,0.029455193,2.916803455
262,93.6,2486,0.029412692,2.930041317
264,94.32,2474,0.02939,2.944475654
266,95.04,2469,0.029385238,2.959985417
268,95.76,2449,0.029729774,3.010184526
270,96.48,2420,0.029292375,2.980518474
272,97.2,2408,0.029789466,3.045347215
274,97.92,2394,0.029707985,3.050631852
276,98.64,2389,0.029916968,3.085230931
278,99.36,2360,0.030126931,3.119564355
280,100.08,2321,0.030053647,3.124099377
282,100.8,2272,0.029518515,3.079884215
284,101.52,2233,0.029311694,3.069168307
286,102.24,2192,0.029073965,3.054604651
288,102.96,2153,0.028584955,3.012960527
290,103.68,2135,0.028730561,3.037685392
292,104.4,2116,0.028898977,3.064531733
294,105.12,2098,0.029019566,3.086017577
296,105.84,2079,0.02916318,3.109664757
298,106.56,2060,0.028753146,3.073851204
300,107.28,2051,0.028669158,3.072424133
302,108,2041,0.029084433,3.124263205
304,108.72,2033,0.029256651,3.149823372
306,109.44,2302,0.055670478,6.006493975
308,110.16,2314,0.055637124,6.015170398
310,110.88,2314,0.05572712,6.036649618
312,111.6,2325,0.05553549,6.027073166
314,112.32,2322,0.055354106,6.018025176
316,113.04,2329,0.055289622,6.021146854
318,113.76,2339,0.055307805,6.032784766
320,114.48,2340,0.055153566,6.02512867
322,115.2,2358,0.05500787,6.017907306
324,115.92,2371,0.055155725,6.042363999
326,116.64,2397,0.055025379,6.035921138
328,117.36,2417,0.054902604,6.02986017
330,118.08,2456,0.055354039,6.086503105
332,118.8,2480,0.054961524,6.049963327
334,119.52,2497,0.055141642,6.076047416
336,120.24,2512,0.055045441,6.071319057
338,120.96,2557,0.054955603,6.066907598
340,121.68,2572,0.055152918,6.093849377
342,122.4,2600,0.055355398,6.121047688
344,123.12,2638,0.055002491,6.086477832
346,123.84,2670,0.055495602,6.1452005
348,124.56,2697,0.055433789,6.142176687
350,125.28,2748,0.055392758,6.141124797
352,126,2765,0.055326179,6.136917005
354,126.72,2781,0.055280109,6.134666966
356,127.44,2777,0.055517624,6.163591288
358,128.16,2767,0.055481234,6.161815486
360,128.88,2755,0.055449633,6.160273932
362,129.6,2743,0.05542272,6.158961438
364,130.32,2703,0.055122391,6.126972094
366,131.04,2656,0.055104663,6.12610795
368,131.76,2601,0.054535631,6.063671509
370,132.48,2586,0.054526713,6.063236918
372,133.2,2558,0.054799783,6.093897353
374,133.92,2108,0.024521281,2.726861991
376,134.64,2108,0.024522856,2.726938723
378,135.36,2126,0.02452624,2.727103489
380,136.08,2135,0.024531406,2.727355132
382,136.8,2150,0.024538334,2.727692589
384,137.52,2150,0.024547001,2.728114891
386,138.24,2156,0.02455739,2.728621154
388,138.96,2163,0.024569482,2.729210573
390,139.68,2163,0.02443608,2.713538555
392,140.4,2177,0.024041399,2.668770353
394,141.12,2198,0.024058122,2.669586281
396,141.84,2218,0.024076453,2.670481087
398,142.56,2218,0.023817089,2.640490362
400,143.28,2232,0.024117901,2.672505683
402,144,2244,0.024141,2.673634806
404,144.72,2244,0.024165671,2.674841475
406,145.44,2252,0.024191908,2.676125492
408,146.16,2267,0.024219706,2.677486737
410,146.88,2279,0.024530123,2.709975737
412,147.6,2279,0.024279966,2.680440645
414,148.32,2292,0.024312423,2.68203332
416,149.04,2301,0.024346427,2.683703226
418,149.76,2301,0.024527896,2.701521924
420,150.48,2271,0.023003909,2.531538234
422,151.2,2291,0.022756835,2.502161124
424,151.92,2291,0.023078183,2.535196315
426,152.64,2312,0.023117512,2.537135951
428,153.36,2329,0.023158306,2.539149743
430,154.08,2346,0.023486023,2.572504941
432,154.8,2346,0.023530297,2.574694919
434,155.52,2357,0.02328952,2.545640269
436,156.24,2369,0.023336218,2.547955071
438,156.96,2369,0.023672123,2.581725374
440,157.68,2375,0.023434094,2.552814913
442,158.4,2393,0.024063201,2.618242565
444,159.12,2361,0.02266918,2.463567135
446,159.84,2376,0.022721409,2.466171246
448,160.56,2422,0.023938949,2.595014423
450,161.28,2447,0.023996964,2.597914427
452,162,2447,0.024056554,2.600897086
454,162.72,2467,0.02411773,2.60396333
456,163.44,2467,0.024025884,2.590442648
458,164.16,2484,0.023655545,2.546896486
460,164.88,2492,0.023831553,2.56213623
462,165.6,2492,0.023785976,2.553466198
464,166.32,2483,0.023853611,2.556880489
466,167.04,2483,0.023968257,2.565239017
468,167.76,2448,0.023993803,2.563973762
470,168.48,2448,0.023815086,2.54084279
472,169.2,2388,0.02263707,2.411264856
474,169.92,2370,0.022256374,2.366827499
476,170.64,2346,0.021170565,2.2476064
478,171.36,2368,0.020811412,2.205736208
480,172.08,2368,0.021104048,2.232907078
482,172.8,2354,0.021175688,2.236576658
484,173.52,2354,0.021122715,2.227029356
486,174.24,2335,0.021323684,2.244177527
488,174.96,2335,0.021091172,2.215659814
490,175.68,2299,0.021168073,2.219627229
492,176.4,2294,0.021557787,2.256255781
494,177.12,2283,0.021951502,2.293099217
496,177.84,2269,0.022035755,2.297470719
498,178.56,2269,0.021994953,2.288746255
500,179.28,2588,0.038327182,3.980429466
502,180,2607,0.038481779,3.988500288
504,180.72,2614,0.038639537,3.996752783
506,181.44,2609,0.038480576,3.972163994
508,182.16,2602,0.038832282,4.000171209
510,182.88,2601,0.03889619,3.998364031
512,183.6,2593,0.039303237,4.031652674
514,184.32,2590,0.039477602,4.04086941
516,185.04,2583,0.039620435,4.046713542
518,185.76,2573,0.039682198,4.044157838
520,186.48,2565,0.039691893,4.036206958
522,187.2,2558,0.039879048,4.046186674
524,187.92,2538,0.04037732,4.087508004
526,188.64,2521,0.040438039,4.084334956
528,189.36,2509,0.040799523,4.111375437
530,190.08,2508,0.041050334,4.127053106
532,190.8,2507,0.041551663,4.167675549
534,191.52,2521,0.041647507,4.167419148
536,192.24,2521,0.041704575,4.163181994
538,192.96,2519,0.042230956,4.205594699
540,193.68,2518,0.042433665,4.215535412
542,194.4,2505,0.042801954,4.241727815
544,195.12,2490,0.043310509,4.281548812
546,195.84,2491,0.043812186,4.320384203
548,196.56,2489,0.043860849,4.314351555
550,197.28,2474,0.044352086,4.351666194
552,198,2473,0.044840219,4.388378157
554,198.72,2464,0.044876714,4.380702277
556,199.44,2465,0.045795983,4.458914145
558,200.16,2465,0.045838216,4.451434334
560,200.88,2455,0.046730051,4.52618167
562,201.6,2455,0.046730933,4.514351327
564,202.32,2453,0.047773255,4.602823261
566,203.04,2454,0.048081597,4.620181157
568,203.76,2451,0.048018964,4.601782342
570,204.48,2443,0.048717355,4.656115581
572,205.2,2429,0.049419037,4.710361348
574,205.92,2439,0.050149487,4.76693939
576,206.64,2430,0.050282671,4.766477697
578,207.36,2388,0.05045998,4.770083662
580,208.08,2390,0.051604865,4.864787586
582,208.8,2384,0.051580843,4.848962422
584,209.52,2384,0.051558918,4.833318122
586,210.24,2370,0.051940893,4.855420189
588,210.96,2384,0.05203009,4.850002211
590,211.68,2388,0.052321729,4.86333489
592,212.4,2398,0.053136811,4.92501533
594,213.12,2412,0.053138632,4.911075931
596,213.84,2420,0.053296605,4.911513031
598,214.56,2444,0.053332858,4.900668291
600,215.28,2469,0.053583886,4.909475538
602,216,2488,0.053412395,4.879537934
604,216.72,2515,0.053618255,4.884064725
606,217.44,2559,0.054074819,4.911253168
608,218.16,2580,0.053907671,4.881710817
610,218.88,2607,0.053955599,4.87168328
612,219.6,2622,0.054005775,4.861839342
614,220.32,2642,0.054205898,4.865439001
616,221.04,2661,0.054246645,4.854679463
618,221.76,2694,0.055667772,4.967098444
620,222.48,2708,0.056310964,5.009565453
622,223.2,2678,0.053944456,4.784722087
624,223.92,2676,0.054009512,4.776215716
626,224.64,2661,0.05402503,4.763333159
628,225.36,2638,0.054145882,4.759732459
630,226.08,2616,0.054143203,4.745272394
632,226.8,2592,0.054207993,4.736745265
634,227.52,2572,0.054030835,4.707140959
636,228.24,2396,0.041298736,3.58704024
638,228.96,2365,0.040728027,3.526884404
640,229.68,2388,0.040146837,3.466155282
642,230.4,2395,0.040073289,3.449466141
644,231.12,2395,0.040035963,3.435963296
646,231.84,2368,0.040187653,3.438696469
648,232.56,2341,0.040664722,3.469158025
650,233.28,2302,0.041139778,3.499252871
652,234,2261,0.041612927,3.528995552
654,234.72,2362,0.053627481,4.534573114
656,235.44,2317,0.053639638,4.522197241
658,236.16,2301,0.05415522,4.552213368
660,236.88,2301,0.05394473,4.521190022
662,237.6,2220,0.054685485,4.569855543
664,238.32,2075,0.054794434,4.565592626
666,239.04,2037,0.0530255,4.405328314
668,239.76,2010,0.053136592,4.401770826
670,240.48,1999,0.081260727,6.712655185
672,241.2,1977,0.081595671,6.720980192
674,241.92,1940,0.081623445,6.704064082
676,242.64,1863,0.081377877,6.664900035
678,243.36,1814,0.082595837,6.745564402
680,244.08,1907,0.16752654,13.64661892
682,244.8,1975,0.16926169,13.74954973
684,245.52,2095,0.176246188,14.27750572
686,246.24,2181,0.175608899,14.18669865
688,246.96,2223,0.17585475,14.16775958
690,247.68,2237,0.177174778,14.23547225
692,248.4,2293,0.178425662,14.29749374
694,249.12,2363,0.179114302,14.31446187
696,249.84,2295,0.17828527,14.21056226
698,250.56,2215,0.147581039,11.73151385
700,251.28,2270,0.148752364,11.79406573
702,252,2323,0.149933211,11.85729469
704,252.72,2376,0.150434145,11.86680696
706,253.44,2469,0.150926272,11.87585162
708,254.16,2523,0.151156689,11.86458868
710,254.88,2575,0.151987551,11.90071471
712,255.6,2607,0.152779511,11.9339413
714,256.32,2659,0.153173623,11.93632439
716,257.04,2689,0.153252418,11.91451699
718,257.76,1757,0.00215385,0.167003543
720,258.48,1757,0.002204432,0.170538662
722,259.2,1757,0.002257569,0.174260704
724,259.92,1757,0.002313457,0.178184097
726,260.64,1757,0.002372313,0.182324811
728,261.36,1766,0.002434374,0.186700377
730,262.08,1778,0.003598203,0.275388985
732,262.8,1778,0.003510424,0.268127239
734,263.52,1787,0.003803613,0.289946224
736,264.24,1787,0.003915708,0.297913609
738,264.96,1787,0.004034843,0.3063976
740,265.68,1787,0.004056186,0.307450565
742,266.4,1787,0.004049886,0.306421709
744,267.12,1787,0.004043805,0.305426864
746,267.84,1787,0.004037941,0.304465939
748,268.56,1787,0.004032294,0.303538848
750,269.28,1787,0.004026861,0.302645576
752,270,1787,0.004021642,0.301786017
754,270.72,1787,0.004016635,0.300960161
756,271.44,1787,0.004011838,0.300167916
758,272.16,1781,0.003163552,0.236370394
760,272.88,1781,0.002879171,0.214835966
762,273.6,1781,0.002876172,0.214338576
764,274.32,1781,0.003153677,0.234732597
766,275.04,1781,0.003150711,0.234239556
768,275.76,1781,0.003147908,0.233772933
770,276.48,1781,0.003145266,0.233332749
772,277.2,1754,0.001187078,0.087976848
774,277.92,1754,0.001465382,0.108502096
776,278.64,1754,0.001464374,0.108333669
778,279.36,1754,0.001463441,0.108177572
780,280.08,1754,0.001462582,0.108033809
782,280.8,1754,0.001461797,0.107902362
784,281.52,1754,0.001184545,0.087382981
786,282.24,1754,0.001330213,0.098074359
788,282.96,1752,0.000347352,0.025597036
790,283.68,1752,0.000625276,0.046058152
792,284.4,1752,0.000347137,0.025560948
794,285.12,1752,0.000347055,0.025547327
796,285.84,1752,0.000624838,0.045984563
798,286.56,1752,0.000346946,0.025528942
800,287.28,1752,0.000624704,0.045962106
802,288,1752,0.000624685,0.045958878
804,288.72,1752,0.000624698,0.045960997
806,289.44,1752,0.000624742,0.045968471
808,290.16,1752,0.000346981,0.025534852
810,290.88,1752,0.000624927,0.045999523
812,291.6,1752,0.000347119,0.025558073
814,292.32,1752,0.00062524,0.04605212
816,293.04,1752,0.000347329,0.02559329
818,293.76,1752,0.000347461,0.025615405
820,294.48,1752,0.000347611,0.025640542
822,295.2,1752,0.000626255,0.046222354
824,295.92,1752,0.000347965,0.025699913
826,296.64,1846,0.002578483,0.190582175
828,297.36,1846,0.002580135,0.19085839
830,298.08,1846,0.002581924,0.191157298
832,298.8,1846,0.002304481,0.170776037
834,299.52,1846,0.002585917,0.191823478
836,300.24,1846,0.00230829,0.171410996
838,300.96,1846,0.002590468,0.192581357
840,301.68,1923,0.003714371,0.27646195
842,302.4,1923,0.003437501,0.256173593
844,303.12,1923,0.003722113,0.277746548
846,303.84,1923,0.003445041,0.257423061
848,304.56,1923,0.003730687,0.279165224
850,305.28,1923,0.00373529,0.279925258
852,306,1923,0.003740106,0.280719272
854,306.72,1923,0.003745137,0.281547472
856,307.44,1923,0.003467313,0.26109439
858,308.16,1923,0.003755853,0.283307213
860,308.88,1923,0.003658912,0.27648391
862,309.6,1923,0.00353683,0.26774711
864,310.32,1938,0.003422696,0.259594195
866,311.04,1938,0.003315758,0.251969877
868,311.76,1938,0.003215348,0.244824936
870,312.48,1938,0.003220768,0.245737359
872,313.2,1938,0.003226774,0.246709827
874,313.92,1938,0.003520391,0.26973429
876,314.64,1938,0.003527379,0.270860908
878,315.36,1938,0.003534596,0.272021787
880,316.08,1938,0.003252871,0.250911881
882,316.8,1938,0.003549728,0.274447549
884,317.52,1961,0.003540907,0.274415516
886,318.24,1961,0.003457188,0.268575457
888,318.96,1961,0.003377413,0.263024073
890,319.68,1961,0.00358288,0.279723975
892,320.4,1961,0.003591791,0.281133647
894,321.12,1961,0.003306977,0.259510602
896,321.84,1961,0.003315637,0.260873506
898,322.56,1961,0.003324542,0.2622712
900,323.28,1961,0.003333695,0.263704064
902,324,1961,0.003343101,0.265172489
904,324.72,1961,0.003352765,0.266676986
906,325.44,1961,0.003362691,0.268217962
908,326.16,1961,0.003485116,0.278773301
910,326.88,1961,0.003421726,0.274490065
912,327.6,1976,0.003360684,0.270377363
914,328.32,1976,0.003301865,0.266425993
916,329.04,1976,0.003245153,0.262627414
918,329.76,1976,0.003428041,0.278259959
920,330.48,1976,0.003137615,0.255456488
922,331.2,1976,0.003145277,0.256862131
924,331.92,1976,0.003156695,0.25858831
926,332.64,1976,0.003477551,0.285756151
928,333.36,1976,0.003180413,0.26215764
930,334.08,1976,0.003504248,0.289761153
932,334.8,1976,0.003460089,0.287017915
934,335.52,1976,0.003218305,0.267815005
936,336.24,1976,0.003231581,0.269784797
938,336.96,1976,0.003312396,0.277426365
940,337.68,1976,0.003266101,0.274439357
942,338.4,1988,0.003273464,0.275958357
944,339.12,1988,0.003177542,0.268753322
946,339.84,1988,0.003135163,0.266045753
948,340.56,2021,0.00364242,0.310117202
950,341.28,2021,0.003587511,0.30646134
952,342,2021,0.003541787,0.303569086
954,342.72,2021,0.003497311,0.300765158
956,343.44,2021,0.003454032,0.298045854
958,344.16,2021,0.003411905,0.295407841
960,344.88,2021,0.003419848,0.297101526
962,345.6,2021,0.003773756,0.32896423
964,346.32,2046,0.003781611,0.330775093
966,347.04,2046,0.00381581,0.334909504
968,347.76,2046,0.003837671,0.337984294
970,348.48,2046,0.003860112,0.34112986
972,349.2,2046,0.003883152,0.344348345
974,349.92,2046,0.003906811,0.347641921
976,350.64,2046,0.003581643,0.319808999
978,351.36,2046,0.003604386,0.3229533
980,352.08,2046,0.003627754,0.326172922
982,352.8,2100,0.00431285,0.389113714
984,353.52,2100,0.004393894,0.397800626
986,354.24,2100,0.004225781,0.383908299
988,354.96,2100,0.004183729,0.381407344
990,355.68,2100,0.004142624,0.37897115
992,356.4,2100,0.004151497,0.381101142
994,357.12,2100,0.00418272,0.385299889
996,357.84,2100,0.004438604,0.4102894
998,358.56,2100,0.004247982,0.39403054
1000,359.28,2100,0.004282102,0.398571477
1002,360,2091,0.004316859,0.403197389
