OID_,Degree,Elevation,Shape_Length,Distance
178,63.36,2493,0.009500985,0.887854516
180,64.08,2321,0.002266521,0.210958628
182,64.8,2321,0.002175135,0.201634903
184,65.52,2321,0.002317404,0.213947726
186,66.24,2321,0.002135917,0.196382143
188,66.96,2321,0.00211709,0.193844817
190,67.68,2321,0.002098763,0.191364532
192,68.4,2321,0.002080922,0.188939944
194,69.12,2321,0.002063553,0.186569383
196,69.84,2321,0.002400644,0.216120864
198,70.56,2321,0.002072269,0.18575831
200,71.28,2321,0.002100523,0.18747838
202,72,2321,0.002344219,0.208320939
204,72.72,2321,0.002160374,0.191146102
206,73.44,2321,0.002309037,0.203404098
208,74.16,2321,0.002225099,0.195147294
210,74.88,2321,0.002259469,0.197285985
212,75.6,2307,0.001792355,0.155806216
214,76.32,2307,0.001821513,0.157636825
216,77.04,2307,0.001851939,0.15955562
218,77.76,2307,0.001887644,0.161905565
220,78.48,2297,0.001551012,0.1324374
222,79.2,2297,0.001863477,0.15840586
224,79.92,2297,0.001531568,0.129609068
226,80.64,2297,0.001840611,0.155064668
228,81.36,2622,0.01417198,1.188558558
230,82.08,2629,0.014530041,1.213148093
232,82.8,2657,0.015438127,1.283223961
234,83.52,2663,0.015486795,1.28155517
236,84.24,2690,0.016640298,1.370916023
238,84.96,2816,0.021168555,1.736280328
240,85.68,2784,0.020140539,1.644734859
242,86.4,2805,0.021866745,1.777927108
244,87.12,2805,0.021899558,1.772907476
246,87.84,2826,0.024610436,1.98382517
248,88.56,2826,0.024548184,1.970414281
250,89.28,2802,0.024488203,1.957349974
252,90,2799,0.025204635,2.00625292
254,90.72,2613,0.017197847,1.363346363
256,91.44,2597,0.016918727,1.335804904
258,92.16,2597,0.017475587,1.374284894
260,92.88,2582,0.017196277,1.347037012
262,93.6,2559,0.017437315,1.360680013
264,94.32,2558,0.017534965,1.363159709
266,95.04,2522,0.016259571,1.259372232
268,95.76,2521,0.016966868,1.309442975
270,96.48,2518,0.017661088,1.358261495
272,97.2,2499,0.017351087,1.329897495
274,97.92,2476,0.017017502,1.30004649
276,98.64,2456,0.016656355,1.268420352
278,99.36,2436,0.016433252,1.247607194
280,100.08,2414,0.016958737,1.283725048
282,100.8,2414,0.016805553,1.268563717
284,101.52,2391,0.016367288,1.23218568
286,102.24,2369,0.016279983,1.222515806
288,102.96,2351,0.016247609,1.217180532
290,103.68,2351,0.016607781,1.241390653
292,104.4,2334,0.016190045,1.207663014
294,105.12,2263,0.001337648,0.099590736
296,105.84,2260,0.001471106,0.109336845
298,106.56,2251,0.000497044,0.036884112
300,107.28,2251,0.000496494,0.036792547
302,108,2251,0.000217582,0.016104584
304,108.72,2251,0.000495628,0.036647783
306,109.44,2251,0.00021727,0.016052482
308,110.16,2251,0.000495076,0.036555389
310,110.88,2398,0.091342959,6.741781433
312,111.6,2402,0.090495997,6.678082555
314,112.32,2396,0.089108766,6.575945527
316,113.04,2417,0.088292129,6.517321692
318,113.76,2448,0.088046238,6.502237372
320,114.48,2448,0.089206107,6.592472608
322,115.2,2491,0.092053177,6.809142954
324,115.92,2541,0.094364579,6.988133648
326,116.64,2514,0.094188498,6.984688068
328,117.36,2484,0.09402978,6.984109701
330,118.08,2449,0.093329463,6.944810704
332,118.8,2424,0.093485424,6.970786841
334,119.52,2467,0.120037347,8.971510501
336,120.24,2417,0.095823615,7.179647515
338,120.96,2423,0.095761251,7.194731461
340,121.68,2445,0.095436143,7.191669895
342,122.4,2513,0.095267701,7.201979139
344,123.12,2585,0.100862792,7.651157128
346,123.84,2637,0.097424498,7.41722779
348,124.56,2466,0.049419597,3.776615419
350,125.28,2497,0.049600549,3.805860446
352,126,2489,0.049506288,3.814861633
354,126.72,2490,0.049423066,3.825494047
356,127.44,2530,0.049641805,3.860381507
358,128.16,2519,0.049886868,3.898310281
360,128.88,2461,0.049535695,3.890409581
362,129.6,2758,0.122078653,9.639670343
364,130.32,2805,0.115846286,9.196825975
366,131.04,2771,0.109830414,8.767646928
368,131.76,2785,0.102614926,8.238382625
370,132.48,2832,0.097234957,7.852204323
372,133.2,2840,0.09607007,7.804792356
374,133.92,2807,0.094412857,7.717307886
376,134.64,2513,0.046544524,3.827922491
378,135.36,2542,0.045975747,3.805319547
380,136.08,2585,0.045725459,3.809218143
382,136.8,2626,0.04553112,3.818080826
384,137.52,2598,0.044795432,3.781539197
386,138.24,2558,0.042779772,3.635848724
388,138.96,2544,0.040596284,3.473905139
390,139.68,2523,0.039697067,3.420457508
392,140.4,2495,0.037198269,3.227491162
394,141.12,2514,0.036537882,3.192455649
396,141.84,2524,0.034244556,3.013192699
398,142.56,2524,0.033972192,3.010425017
400,143.28,2514,0.033705468,3.008030814
402,144,2509,0.033444362,3.005989682
404,144.72,2493,0.033188855,3.00428137
406,145.44,2475,0.032938931,3.002886685
408,146.16,2475,0.03232631,2.967972642
410,146.88,2466,0.032081762,2.966378365
412,147.6,2450,0.031462344,2.929609873
414,148.32,2455,0.03122172,2.927580538
416,149.04,2468,0.030985824,2.925683701
418,149.76,2471,0.03035404,2.885813189
420,150.48,2452,0.029732369,2.846037573
422,151.2,2437,0.029056578,2.800164537
424,151.92,2414,0.028387661,2.753987237
426,152.64,2392,0.027257586,2.66179473
428,153.36,2368,0.025072367,2.464310382
430,154.08,2371,0.022183835,2.194344618
432,154.8,2388,0.019869683,1.977790768
434,155.52,2406,0.019943254,1.997366401
436,156.24,2422,0.019346805,1.949348541
438,156.96,2426,0.019080836,1.933927104
440,157.68,2444,0.01860804,1.8969097
442,158.4,2450,0.018115454,1.857106758
444,159.12,2455,0.017800114,1.834796344
446,159.84,2469,0.017607901,1.824665796
448,160.56,2473,0.017674906,1.841087116
450,161.28,2480,0.017252309,1.806068306
452,162,2490,0.017088332,1.797556534
454,162.72,2495,0.016933201,1.789542068
456,163.44,2510,0.016592625,1.761407202
458,164.16,2512,0.016648496,1.774931468
460,164.88,2515,0.015951745,1.707633109
462,165.6,2528,0.015998269,1.71931579
464,166.32,2538,0.015988359,1.724635981
466,167.04,2542,0.015591759,1.687767322
468,167.76,2542,0.015496022,1.682957704
470,168.48,2546,0.015316625,1.668636733
472,169.2,2562,0.015325441,1.674427808
474,169.92,2565,0.014679555,1.608158395
476,170.64,2572,0.014897772,1.63608753
478,171.36,2584,0.014837012,1.633077272
480,172.08,2569,0.015064493,1.661478938
482,172.8,2567,0.01501538,1.659055513
484,173.52,2566,0.01497255,1.656945744
486,174.24,2569,0.015215447,1.686119098
488,174.96,2565,0.01546336,1.715541106
490,175.68,2563,0.015438095,1.714301196
492,176.4,2567,0.015697258,1.744277613
494,177.12,2568,0.015905698,1.768255799
496,177.84,2558,0.015677664,1.743317445
498,178.56,2557,0.016232914,1.805080837
500,179.28,2559,0.01651698,1.836278143
502,180,2565,0.016807982,1.867815449
504,180.72,2575,0.016549372,1.837866117
506,181.44,2588,0.017133249,1.90103428
508,182.16,2590,0.016887675,1.871727036
510,182.88,2593,0.017207837,1.904700548
512,183.6,2611,0.017817218,1.969129353
514,184.32,2602,0.017873589,1.97191026
516,185.04,2594,0.018785466,2.068457133
518,185.76,2588,0.018859702,2.072133798
520,186.48,2579,0.019226751,2.107452372
522,187.2,2567,0.01957435,2.140029981
524,187.92,2560,0.019416895,2.116927675
526,188.64,2565,0.019923114,2.165667687
528,189.36,2554,0.020513145,2.222753829
530,190.08,2544,0.020642384,2.229262087
532,190.8,2558,0.021665564,2.331487122
534,191.52,2547,0.02211607,2.371121545
536,192.24,2549,0.02252738,2.405815657
538,192.96,2321,0.004656877,0.495304735
540,193.68,2321,0.00439112,0.465060864
542,194.4,2340,0.004722741,0.49798292
544,195.12,2340,0.004542275,0.476771547
546,195.84,2340,0.004823667,0.503922776
548,196.56,2343,0.004239898,0.440784987
550,197.28,2343,0.004283191,0.44305851
552,198,2343,0.004006457,0.412302642
554,198.72,2369,0.004376252,0.447983737
556,199.44,2369,0.004426157,0.45064587
558,200.16,2369,0.004130623,0.418234213
560,200.88,2369,0.004022418,0.404982421
562,201.6,2369,0.004398677,0.440319825
564,202.32,2370,0.004304006,0.428322031
566,203.04,2370,0.004361869,0.431497926
568,203.76,2370,0.004101404,0.403280125
570,204.48,2376,0.004124834,0.403098931
572,205.2,2376,0.003932768,0.381943655
574,205.92,2376,0.004248947,0.410059195
576,206.64,2376,0.004193993,0.402186644
578,207.36,2376,0.004118376,0.39240466
580,208.08,2385,0.004067018,0.385007281
582,208.8,2385,0.004135985,0.388987754
584,209.52,2385,0.00391592,0.365878498
586,210.24,2397,0.003873003,0.359486338
588,210.96,2397,0.00394428,0.363682241
590,211.68,2397,0.004018855,0.368101496
592,212.4,2397,0.003693296,0.336034684
594,213.12,2401,0.003644697,0.329407574
596,213.84,2401,0.003812383,0.342272004
598,214.56,2401,0.003554795,0.317026052
600,215.28,2401,0.003857019,0.341699769
602,216,2409,0.003473703,0.305708095
604,216.72,2409,0.003436154,0.300414649
606,217.44,2409,0.003400458,0.29534921
608,218.16,2409,0.003695968,0.318930285
610,218.88,2409,0.003660531,0.313835629
612,219.6,2409,0.003303539,0.281418613
614,220.32,2409,0.003594769,0.304290469
616,221.04,2427,0.003683383,0.309841152
618,221.76,2427,0.003785966,0.316502963
620,222.48,2427,0.00350769,0.291452508
622,223.2,2427,0.00379179,0.313167927
624,223.92,2438,0.003490201,0.286557632
626,224.64,2438,0.003432827,0.280212943
628,225.36,2442,0.003717374,0.301714675
630,226.08,2442,0.003842489,0.310133057
632,226.8,2442,0.003969173,0.318614013
634,227.52,2442,0.003946484,0.315109367
636,228.24,2442,0.003924973,0.311769238
638,228.96,2442,0.003623127,0.286343495
640,229.68,2442,0.00376937,0.296445316
642,230.4,2431,0.003927725,0.307436661
644,231.12,2431,0.00414109,0.322653925
646,231.84,2419,0.004413627,0.342370772
648,232.56,2411,0.004684862,0.361867511
650,233.28,2381,0.004717457,0.362900068
652,234,2387,0.004965889,0.38052159
654,234.72,2387,0.005241287,0.400130505
656,235.44,2387,0.005475242,0.416512701
658,236.16,2387,0.004891085,0.370827333
660,236.88,2387,0.004877729,0.368645292
662,237.6,2387,0.005207586,0.392406054
664,238.32,2385,0.005699653,0.428292375
666,239.04,2380,0.006056239,0.453913059
668,239.76,2378,0.006590637,0.492788751
670,240.48,2379,0.007067082,0.527258346
672,241.2,2379,0.006775853,0.504525965
674,241.92,2379,0.007045422,0.523660587
676,242.64,2358,0.00718682,0.533322466
678,243.36,2381,0.008291643,0.614456446
680,244.08,2387,0.008692614,0.643405215
682,244.8,2387,0.008685786,0.642263229
684,245.52,2588,0.021470665,1.586380337
686,246.24,2606,0.021183702,1.564240381
688,246.96,2606,0.02117592,1.563032612
690,247.68,2604,0.021172411,1.562440794
692,248.4,2610,0.021172063,1.562378491
694,249.12,2627,0.021174831,1.562838233
696,249.84,2641,0.020902778,1.543295464
698,250.56,2645,0.020911539,1.544758612
700,251.28,2643,0.02036693,1.505591033
702,252,2649,0.020659555,1.528567608
704,252.72,2666,0.020200656,1.49618611
706,253.44,2666,0.020139303,1.493458638
708,254.16,2683,0.020161658,1.497180402
710,254.88,2713,0.020466256,1.522137828
712,255.6,2722,0.020494418,1.526812797
714,256.32,2563,0.014358063,1.071640135
716,257.04,2567,0.014662356,1.096527178
718,257.76,2570,0.015532098,1.16404249
720,258.48,2599,0.017816042,1.338230233
722,259.2,2599,0.017852036,1.344146293
724,259.92,2585,0.01826449,1.378668823
726,260.64,2534,0.017930985,1.357073658
728,261.36,2481,0.017689623,1.342503041
730,262.08,2481,0.018019214,1.371443725
732,262.8,2440,0.017781034,1.357348975
734,263.52,2430,0.017585102,1.346530164
736,264.24,2423,0.017594237,1.35151359
738,264.96,2397,0.017358877,1.337799152
740,265.68,2397,0.017557591,1.357660962
742,266.4,2374,0.017469731,1.355521109
744,267.12,2356,0.017253479,1.343460249
746,267.84,2304,0.017571918,1.373179048
748,268.56,2493,0.126998679,9.95815945
750,269.28,2562,0.126295018,9.939948154
752,270,2587,0.125303898,9.899374827
754,270.72,2641,0.124614597,9.882849786
756,271.44,2676,0.123932576,9.867161019
758,272.16,2376,0.032956474,2.634920471
760,272.88,2392,0.032577086,2.615018627
762,273.6,2405,0.032642734,2.630889324
764,274.32,2409,0.033068924,2.676121581
766,275.04,2402,0.032945217,2.677094146
768,275.76,2399,0.032875222,2.682495726
770,276.48,2368,0.032793414,2.687003576
772,277.2,2366,0.032720716,2.692318744
774,277.92,2358,0.032675319,2.699945272
776,278.64,2366,0.032600327,2.705183188
778,279.36,2366,0.032551596,2.712647919
780,280.08,2367,0.032577358,2.726396123
782,280.8,2354,0.032761668,2.753564849
784,281.52,2360,0.032631868,2.75442604
786,282.24,2367,0.032824645,2.782600852
788,282.96,2363,0.033022705,2.811424075
790,283.68,2373,0.032928618,2.815467638
792,284.4,2369,0.03291287,2.826214649
794,285.12,2376,0.03299133,2.845113986
796,285.84,2384,0.033538722,2.90471521
798,286.56,2396,0.033397436,2.904856217
800,287.28,2396,0.033393511,2.916913065
802,288,2417,0.033394183,2.929387997
804,288.72,2442,0.03344958,2.946696502
806,289.44,2493,0.033882012,2.997405185
808,290.16,2493,0.034284398,3.045769017
810,290.88,2504,0.033900032,3.024248866
812,291.6,2517,0.034369948,3.078956957
814,292.32,2516,0.034368916,3.091641327
816,293.04,2526,0.034400163,3.107222445
818,293.76,2536,0.034421011,3.121861033
820,294.48,2542,0.034445519,3.136821365
822,295.2,2548,0.034045669,3.112970076
824,295.92,2595,0.034505065,3.167663617
826,296.64,2634,0.034539895,3.183525468
828,297.36,2661,0.034935969,3.232793342
830,298.08,2668,0.035028588,3.254112849
832,298.8,2650,0.034663513,3.232764672
834,299.52,2608,0.03397883,3.181175696
836,300.24,2590,0.03391247,3.18714133
838,300.96,2589,0.03402798,3.210153081
840,301.68,2564,0.033387489,3.161597344
842,302.4,2566,0.033386016,3.17325217
844,303.12,2550,0.033461531,3.192178677
846,303.84,2498,0.033160568,3.175038753
848,304.56,2496,0.033130251,3.183618106
850,305.28,2444,0.032651565,3.148859259
852,306,2425,0.032678573,3.162628294
854,306.72,2384,0.032096679,3.117198577
856,307.44,2554,0.094938226,9.251232095
858,308.16,2572,0.095261152,9.314496061
860,308.88,2589,0.094881513,9.308787863
862,309.6,2982,0.20088252,19.77101237
864,310.32,2610,0.095107676,9.393098865
866,311.04,2616,0.095373777,9.450091926
868,311.76,2623,0.095653731,9.508334307
870,312.48,2638,0.095599268,9.533105609
872,313.2,2637,0.095305157,9.533561405
874,313.92,2610,0.095134569,9.545909585
876,314.64,2579,0.094024437,9.463279655
878,315.36,2564,0.093419649,9.430656649
880,316.08,2568,0.09316475,9.432762549
882,316.8,2548,0.09192832,9.334726809
884,317.52,2514,0.090175732,9.183073085
886,318.24,2497,0.089525971,9.142681871
888,318.96,2666,0.152684628,15.63492035
890,319.68,2685,0.151272159,15.5327434
892,320.4,2765,0.199942066,20.58447629
894,321.12,2469,0.087543068,9.037673214
896,321.84,2493,0.087399389,9.046317255
898,322.56,2523,0.087474393,9.077225919
900,323.28,2547,0.087230049,9.074601004
902,324,2560,0.087338367,9.108268081
904,324.72,2581,0.087343851,9.130879976
906,325.44,2596,0.087724028,9.192390131
908,326.16,2619,0.087491952,9.189416008
910,326.88,2644,0.087882165,9.251461648
912,327.6,2662,0.087498456,9.231666305
914,328.32,2682,0.088041154,9.309262623
916,329.04,2710,0.087371783,9.258293598
918,329.76,2660,0.088833862,9.432957479
920,330.48,2638,0.08908648,9.47918509
922,331.2,2611,0.083640137,8.917541113
924,331.92,2620,0.082511128,8.814402455
926,332.64,2637,0.08213047,8.790515246
928,333.36,2647,0.081246093,8.712085968
930,334.08,2644,0.081450644,8.749907436
932,334.8,2594,0.08189825,8.813585949
934,335.52,2596,0.091020029,9.812110914
936,336.24,2598,0.091589375,9.890071191
938,336.96,2592,0.091483351,9.894757585
940,337.68,2575,0.091938142,9.959724265
942,338.4,2588,0.092837318,10.07261955
944,339.12,2593,0.093123472,10.11875624
946,339.84,2631,0.093488845,10.17315551
948,340.56,2639,0.093535776,10.19251522
950,341.28,2604,0.093590434,10.21227685
952,342,2584,0.093652781,10.23243673
954,342.72,2544,0.093436664,10.22169153
956,343.44,2527,0.093800415,10.273939
958,344.16,2525,0.094169571,10.32640969
960,344.88,2516,0.094547051,10.37941888
962,345.6,2524,0.094646314,10.40147223
964,346.32,2524,0.09503639,10.45506736
966,347.04,2518,0.094867629,10.44673327
968,347.76,2492,0.094707432,10.43882968
970,348.48,2456,0.095119285,10.49352345
972,349.2,2438,0.095256486,10.517489
974,349.92,2438,0.095682226,10.5728789
976,350.64,2440,0.096114809,10.62861062
978,351.36,2444,0.096274098,10.65367806
980,352.08,2447,0.096720953,10.71011955
982,352.8,2451,0.096336128,10.67397739
984,353.52,2467,0.096798092,10.7311667
986,354.24,2472,0.096686768,10.72432401
988,354.96,2453,0.096070833,10.66097352
990,355.68,2434,0.095998768,10.65744457
992,356.4,2511,0.164075227,18.22192301
994,357.12,2530,0.164609674,18.28724093
996,357.84,2546,0.164249547,18.25232803
998,358.56,2540,0.164181488,18.24900414
1000,359.28,2502,0.162459713,18.06097233
1002,360,2465,0.161308218,17.93544004
