OID_,Degree,Elevation,Shape_Length,Distance
228,81.36,2334,0.006252313,0.548843377
230,82.08,2316,0.006242826,0.545403313
232,82.8,2316,0.00619532,0.538663157
234,83.52,2316,0.006149084,0.532071431
236,84.24,2289,0.005775048,0.497292237
238,84.96,2277,0.005733628,0.491329799
240,85.68,2277,0.005368952,0.457839672
242,86.4,2277,0.005654149,0.47980486
244,87.12,2277,0.00554786,0.468481009
246,87.84,2259,0.005261138,0.442091659
248,88.56,2259,0.005543017,0.463492351
250,89.28,2259,0.005320841,0.442732034
252,90,2259,0.005444791,0.45082446
254,90.72,2256,0.005576247,0.459449265
256,91.44,2256,0.005715892,0.468656355
258,92.16,2225,0.005684631,0.463826535
260,92.88,2225,0.005348168,0.434261673
262,93.6,2225,0.005497507,0.444239431
264,94.32,2216,0.005658362,0.455052684
266,95.04,2216,0.005863537,0.469318424
268,95.76,2181,0.005256319,0.418743063
270,96.48,2181,0.005431203,0.430667289
272,97.2,2692,0.030820591,2.432564214
274,97.92,2692,0.030761727,2.41696154
276,98.64,2687,0.031212592,2.441497531
278,99.36,2690,0.031372144,2.443285101
280,100.08,2698,0.032115767,2.490521987
282,100.8,2703,0.0326316,2.51997212
284,101.52,2703,0.033022862,2.539827425
286,102.24,2717,0.034053136,2.608727651
288,102.96,2734,0.035540548,2.712265235
290,103.68,2731,0.036108248,2.745430968
292,104.4,2706,0.036028818,2.729692796
294,105.12,2687,0.035891512,2.710082775
296,105.84,2653,0.035793035,2.69394112
298,106.56,2617,0.036265443,2.7211794
300,107.28,2595,0.036144713,2.704362022
302,108,2562,0.036380324,2.714736378
304,108.72,2539,0.037148009,2.765205676
306,109.44,2526,0.037338407,2.77315088
308,110.16,2501,0.038137685,2.826811591
310,110.88,2465,0.038920297,2.879701056
312,111.6,2433,0.039151671,2.892403368
314,112.32,2325,0.039668998,2.926912558
316,113.04,2543,0.079628886,5.869330436
318,113.76,2610,0.081022827,5.967823011
320,114.48,2674,0.082106484,6.045078294
322,115.2,2763,0.082653117,6.084552539
324,115.92,2821,0.08238597,6.065966087
326,116.64,2913,0.082972545,6.112151428
328,117.36,2893,0.082468122,6.079910097
330,118.08,2907,0.081705809,6.030541785
332,118.8,2890,0.08068486,5.963908643
334,119.52,2767,0.074381199,5.507831271
336,120.24,2565,0.072271428,5.363032865
338,120.96,2468,0.079137091,5.887114873
340,121.68,2242,0.074265068,5.540230826
342,122.4,2518,0.186492698,13.95886717
344,123.12,2619,0.181654062,13.64446564
346,123.84,2592,0.179693495,13.54925802
348,124.56,2592,0.177209725,13.41798952
350,125.28,2637,0.174766582,13.29286493
352,126,2674,0.173360724,13.24992333
354,126.72,2568,0.170287227,13.0822979
356,127.44,2568,0.159283681,12.30380911
358,128.16,2620,0.15404143,11.96764851
360,128.88,2592,0.153035604,11.96184596
362,129.6,2524,0.15088443,11.86877339
364,130.32,2513,0.129694272,10.26912943
366,131.04,2718,0.130028503,10.366658
368,131.76,2857,0.132488835,10.63838239
370,132.48,2866,0.133304999,10.78293492
372,133.2,2749,0.134459689,10.95899675
374,133.92,2668,0.13629319,11.19511483
376,134.64,2715,0.13982387,11.5769238
378,135.36,2645,0.139161671,11.61599087
380,136.08,2453,0.094733859,7.972203646
382,136.8,2480,0.094216576,7.995546095
384,137.52,2520,0.094530168,8.090768679
386,138.24,2346,0.03418908,2.951042161
388,138.96,2366,0.033314014,2.900610802
390,139.68,2388,0.032432305,2.848665285
392,140.4,2399,0.032231356,2.856030238
394,141.12,2406,0.031545437,2.820017189
396,141.84,2433,0.031151031,2.809454759
398,142.56,2440,0.030613644,2.785443315
400,143.28,2424,0.030072433,2.760357661
402,144,2411,0.029719246,2.751899679
404,144.72,2405,0.029438493,2.749675654
406,145.44,2399,0.029210489,2.751957272
408,146.16,2393,0.029068271,2.761963584
410,146.88,2410,0.028527428,2.733436327
412,147.6,2391,0.028398372,2.743678574
414,148.32,2392,0.027849308,2.712604325
416,149.04,2373,0.027474287,2.69751524
418,149.76,2368,0.02716865,2.688426807
420,150.48,2348,0.026883832,2.680622379
422,151.2,2344,0.026790155,2.69122736
424,151.92,2331,0.026378011,2.669063811
426,152.64,2318,0.025757732,2.624657655
428,153.36,2290,0.025626205,2.629055524
430,154.08,2281,0.025558368,2.639349354
432,154.8,2256,0.025279345,2.627070688
434,155.52,2242,0.025287185,2.643864208
436,156.24,2223,0.024999396,2.628983831
438,156.96,2214,0.02442582,2.582922801
440,157.68,2234,0.024178776,2.570289914
442,158.4,2263,0.024248309,2.590562231
444,159.12,2290,0.02373664,2.547848573
446,159.84,2302,0.02383424,2.569644018
448,160.56,2314,0.023359694,2.52888974
450,161.28,2314,0.023483909,2.552096302
452,162,2325,0.023619085,2.575879016
454,162.72,2322,0.023479271,2.568939653
456,163.44,2323,0.023353654,2.562724127
458,164.16,2334,0.02324183,2.557206568
460,164.88,2344,0.023143427,2.552363283
462,165.6,2349,0.023444891,2.590917786
464,166.32,2358,0.023545545,2.606613317
466,167.04,2371,0.023483945,2.603598675
468,167.76,2397,0.023713512,2.632132179
470,168.48,2417,0.023397881,2.599394196
472,169.2,2456,0.023650875,2.629074873
474,169.92,2480,0.023915291,2.659313109
476,170.64,2497,0.023635763,2.628337944
478,171.36,2512,0.023645523,2.628813878
480,172.08,2557,0.024222892,2.691657622
482,172.8,2572,0.023977351,2.662341294
484,173.52,2600,0.024579181,2.726381575
486,174.24,2638,0.024355572,2.698141296
488,174.96,2670,0.024982919,2.763436869
490,175.68,2697,0.024780813,2.736259853
492,176.4,2748,0.025434835,2.802877989
494,177.12,2773,0.025253934,2.77676107
496,177.84,2777,0.025651151,2.813545992
498,178.56,2776,0.025776025,2.819726979
500,179.28,2761,0.025912024,2.826477285
502,180,2743,0.025769886,2.802345068
504,180.72,2703,0.025926415,2.810162221
506,181.44,2656,0.026094015,2.818560477
508,182.16,2629,0.026006501,2.798894238
510,182.88,2586,0.026165625,2.805287336
512,183.6,2558,0.026364587,2.815369206
514,184.32,2520,0.026273132,2.793982414
516,185.04,2500,0.026196888,2.773902495
518,185.76,2488,0.025789925,2.718668551
520,186.48,2459,0.026035992,2.732015921
522,187.2,2428,0.025722968,2.686418949
524,187.92,2373,0.025590984,2.659665204
526,188.64,2612,0.044977532,4.651336667
528,189.36,2587,0.043582932,4.484166169
530,190.08,2551,0.038450163,3.935470713
532,190.8,2579,0.039537335,4.025286962
534,191.52,2511,0.039991648,4.049551478
536,192.24,2308,0.022942638,2.310357491
538,192.96,2333,0.022714831,2.274655319
540,193.68,2353,0.02311954,2.302085251
542,194.4,2369,0.023115039,2.288446397
544,195.12,2358,0.023065592,2.270310224
546,195.84,2348,0.022980999,2.248728946
548,196.56,2348,0.022959308,2.233316701
550,197.28,2345,0.022561934,2.181569325
552,198,2346,0.022947729,2.205539327
554,198.72,2346,0.022956494,2.193036137
556,199.44,2323,0.022974173,2.181376906
558,200.16,2333,0.023000247,2.170509768
560,200.88,2328,0.023143907,2.170674237
562,201.6,2322,0.023075737,2.150971434
564,202.32,2325,0.023092979,2.139316257
566,203.04,2325,0.023069549,2.123964298
568,203.76,2325,0.022875206,2.093078089
570,204.48,2325,0.022947782,2.086773669
572,205.2,2334,0.023005964,2.079185016
574,205.92,2344,0.022986616,2.064675643
576,206.64,2341,0.022509425,2.009430693
578,207.36,2320,0.022946985,2.035998884
580,208.08,2320,0.023049264,2.032658704
582,208.8,2302,0.0229153,2.008643537
584,209.52,2296,0.022932143,1.998061516
586,210.24,2613,0.050286991,4.355699672
588,210.96,2617,0.048278,4.156962895
590,211.68,2619,0.048082833,4.115916884
592,212.4,2630,0.047683868,4.058096784
594,213.12,2630,0.047623971,4.029751448
596,213.84,2633,0.047814331,4.02292253
598,214.56,2609,0.047856999,4.003968308
600,215.28,2512,0.047516983,3.953555967
602,216,2412,0.047192416,3.905168239
604,216.72,2167,0.017676446,1.454761878
606,217.44,2177,0.018160903,1.486752713
608,218.16,2177,0.01817617,1.480292549
610,218.88,2189,0.018528752,1.501334378
612,219.6,2189,0.018376092,1.481540234
614,220.32,2196,0.017487371,1.403001576
616,221.04,2196,0.017482657,1.395925634
618,221.76,2195,0.017992026,1.429898054
620,222.48,2241,0.022450418,1.776126794
622,223.2,2266,0.022402612,1.76448863
624,223.92,2293,0.022742007,1.783499035
626,224.64,2340,0.023180235,1.810256102
628,225.36,2372,0.023142452,1.799966999
630,226.08,2399,0.022765851,1.76371496
632,226.8,2426,0.022684953,1.750773152
634,227.52,2469,0.023029758,1.770876329
636,228.24,2531,0.022823109,1.748799434
638,228.96,2559,0.02275376,1.737584208
640,229.68,2597,0.022848604,1.739169423
642,230.4,2611,0.022769378,1.727768353
644,231.12,2621,0.022852981,1.728992039
646,231.84,2640,0.02308144,1.741378354
648,232.56,2663,0.02302944,1.732839401
650,233.28,2671,0.023263108,1.746034882
652,234,2665,0.023217499,1.738507144
654,234.72,2652,0.023175277,1.73152206
656,235.44,2614,0.022575131,1.683222893
658,236.16,2537,0.022540312,1.677438442
660,236.88,2499,0.021669215,1.609798851
662,237.6,2472,0.021362139,1.584463354
664,238.32,2465,0.021337662,1.580375786
666,239.04,2440,0.021037114,1.556117883
668,239.76,2418,0.020739767,1.532391355
670,240.48,2401,0.020723833,1.529719795
672,241.2,2400,0.020710441,1.527471822
674,241.92,2400,0.020421511,1.505148801
676,242.64,2393,0.020413192,1.503749467
678,243.36,2363,0.020129423,1.482291231
680,244.08,2340,0.020681492,1.52260018
682,244.8,2323,0.020402455,1.50193662
684,245.52,2323,0.02040351,1.502110701
686,246.24,2307,0.020684674,1.523124719
688,246.96,2295,0.020412407,1.503598408
690,247.68,2286,0.020420201,1.504903344
692,248.4,2286,0.020430196,1.506576837
694,249.12,2287,0.020164053,1.488075613
696,249.84,2296,0.020178199,1.490442016
698,250.56,2298,0.020194466,1.493160871
700,251.28,2298,0.019933843,1.475576935
702,252,2298,0.020233303,1.499642558
704,252.72,2299,0.019696675,1.461897602
706,253.44,2299,0.019720617,1.465881008
708,254.16,2302,0.020026866,1.491060637
710,254.88,2309,0.020055219,1.495762877
712,255.6,2321,0.01980448,1.479788005
714,256.32,2321,0.020118003,1.506147434
716,257.04,2325,0.019870375,1.490666431
718,257.76,2333,0.020471443,1.539067117
720,258.48,2346,0.020227351,1.52414253
722,259.2,2351,0.020551519,1.552202319
724,259.92,2351,0.020594641,1.559251402
726,260.64,2364,0.020354938,1.544996546
728,261.36,2375,0.02040154,1.552576452
730,262.08,2396,0.021022633,1.604147469
732,262.8,2396,0.020967682,1.604387774
734,263.52,2396,0.020553675,1.57718686
736,264.24,2417,0.02053705,1.580510607
738,264.96,2417,0.020376243,1.572821024
740,265.68,2438,0.020176642,1.562171305
742,266.4,2450,0.020494789,1.591749111
744,267.12,2450,0.020265413,1.578936615
746,267.84,2461,0.020621772,1.611897697
748,268.56,2461,0.020394807,1.599401665
750,269.28,2467,0.020168054,1.586904343
752,270,2472,0.020209489,1.59555477
754,270.72,2472,0.020308284,1.608863152
756,271.44,2493,0.020083883,1.596622261
758,272.16,2493,0.020158342,1.608182068
760,272.88,2484,0.019791347,1.584523357
762,273.6,2484,0.020012696,1.608001654
764,274.32,2492,0.019790243,1.595895481
766,275.04,2492,0.01987118,1.608282311
768,275.76,2470,0.019649479,1.596200872
770,276.48,2470,0.019733637,1.608986408
772,277.2,2468,0.020011226,1.637712507
774,277.92,2452,0.019628147,1.61239729
776,278.64,2448,0.019884872,1.639652859
778,279.36,2439,0.019781656,1.637329133
780,280.08,2424,0.019776909,1.643169604
782,280.8,2413,0.019972976,1.665799914
784,281.52,2395,0.019685352,1.6481045
786,282.24,2377,0.0195383,1.642077708
788,282.96,2364,0.019608518,1.654322027
790,283.68,2353,0.019298791,1.634468857
792,284.4,2368,0.021721857,1.846771674
794,285.12,2368,0.021907207,1.86972055
796,285.84,2343,0.021376521,1.831476463
798,286.56,2341,0.021813988,1.876171154
800,287.28,2315,0.021623206,1.866939715
802,288,2292,0.021418771,1.856418755
804,288.72,2271,0.021419196,1.863602245
806,289.44,2252,0.022016378,1.922919262
808,290.16,2202,0.021346033,1.871524529
810,290.88,2184,0.022033864,1.939217914
812,291.6,2159,0.021758798,1.922317117
814,292.32,2121,0.02102449,1.864512303
816,293.04,2097,0.020309881,1.807970187
818,293.76,2074,0.02098525,1.875143587
820,294.48,2555,0.351905183,31.53656804
822,295.2,2574,0.3492682,31.41798742
824,295.92,2451,0.295965939,26.72628546
826,296.64,2630,0.349229273,31.64922929
828,297.36,2764,0.347509456,31.61007892
830,298.08,2667,0.342065313,31.22984151
832,298.8,2587,0.295739781,27.10222969
834,299.52,2635,0.334821971,30.79266249
836,300.24,2618,0.329438461,30.40754046
838,300.96,2619,0.326976738,30.28897863
840,301.68,2573,0.325173538,30.22962853
842,302.4,2496,0.378026362,35.2636245
844,303.12,2326,0.317859006,29.75933329
846,303.84,2368,0.315913187,29.68066768
848,304.56,2401,0.314383102,29.63947396
850,305.28,2444,0.313518063,29.65971207
852,306,2491,0.24841246,23.58387497
854,306.72,2542,0.247073277,23.53617495
856,307.44,2563,0.24572624,23.48645667
858,308.16,2575,0.243426242,23.34410971
860,308.88,2584,0.241758483,23.26066572
862,309.6,2589,0.230734641,22.2729664
864,310.32,2653,0.227945838,22.07504973
866,311.04,2727,0.227260618,22.07922336
868,311.76,2598,0.22667651,22.09235219
870,312.48,2452,0.226478788,22.14239856
872,313.2,2502,0.204950077,20.10056521
874,313.92,2565,0.203103101,19.98071691
876,314.64,2657,0.201823241,19.91522623
878,315.36,2686,0.20137105,19.93038017
880,316.08,2582,0.200922468,19.94513133
882,316.8,2461,0.200522424,19.96394591
884,317.52,2460,0.188671281,18.83894372
886,318.24,2691,0.232667681,23.29724838
888,318.96,2812,0.245743664,24.67591972
890,319.68,2753,0.246475309,24.81870926
892,320.4,2494,0.172420237,17.41147725
894,321.12,2758,0.246943294,25.00269974
896,321.84,2536,0.182631083,18.54246446
898,322.56,2279,0.097064711,9.8821312
900,323.28,2768,0.257587695,26.28866635
902,324,2881,0.256865268,26.28274772
904,324.72,2984,0.255727121,26.23302208
906,325.44,3077,0.254548662,26.17775802
908,326.16,2475,0.100644784,10.37754862
910,326.88,2537,0.101911319,10.53368612
912,327.6,2567,0.101888863,10.55658442
914,328.32,2571,0.101648481,10.5565041
916,329.04,2540,0.100929519,10.50615321
918,329.76,2497,0.100194031,10.45339097
920,330.48,2469,0.099723679,10.42765868
922,331.2,2527,0.116981756,12.25905702
924,331.92,2222,0.03894125,4.089920522
926,332.64,2239,0.039059661,4.111077498
928,333.36,2250,0.039062155,4.119921078
930,334.08,2267,0.039130336,4.135565972
932,334.8,2268,0.03920403,4.151680347
934,335.52,2280,0.039283535,4.168297122
936,336.24,2282,0.039369176,4.185452154
938,336.96,2283,0.039371654,4.193635653
940,337.68,2282,0.039232692,4.186577106
942,338.4,2282,0.03939626,4.211654853
944,339.12,2472,0.060397053,6.468130701
946,339.84,2519,0.060467971,6.48695918
948,340.56,2505,0.059464762,6.390151639
950,341.28,2543,0.057462759,6.185240011
952,342,2593,0.056407424,6.081454356
954,342.72,2625,0.056176821,6.066133125
956,343.44,2630,0.05586938,6.042196604
958,344.16,2611,0.055925566,6.057314668
960,344.88,2615,0.055193747,5.986748582
962,345.6,2607,0.055049615,5.97956007
964,346.32,2585,0.054504785,5.928514685
966,347.04,2593,0.053622016,5.840273597
968,347.76,2609,0.05320713,5.802578268
970,348.48,2617,0.053297309,5.819690455
972,349.2,2622,0.052849122,5.777742486
974,349.92,2594,0.052283009,5.722543232
976,350.64,2589,0.051319786,5.623461318
978,351.36,2572,0.050648924,5.555992684
980,352.08,2583,0.050748576,5.572755731
982,352.8,2591,0.050176944,5.515529829
984,353.52,2534,0.050089382,5.511219225
986,354.24,2505,0.049723179,5.47598148
988,354.96,2509,0.049502811,5.456523859
990,355.68,2519,0.049568893,5.468403264
992,356.4,2532,0.048653506,5.371709987
994,357.12,2593,0.048718192,5.382928483
996,357.84,2613,0.048524846,5.365405529
998,358.56,2635,0.048185904,5.33152185
1000,359.28,2648,0.048131332,5.328852333
1002,360,2685,0.048080482,5.326366475
